"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"5713","SN 2011el","03:00:18.199","+05:49:24.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-08-01 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2784; PositionRef=CBET 2784; Orig Type=Ia   ]","","",""
"5712","SN 2011ek","02:25:48.890","+18:31:59.99","SN Ia","0.01","NGC 918         ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.4","","2011-08-04 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2783; PositionRef=CBET 2783; Orig Type=Ia   ]","","2018TNSCR.788....1B",""
"5709","SN 2011eh","11:18:31.541","+57:58:36.80","SN Ia-pec","","NGC 3613        ","","","","","","","","","0","1","","16.2","","2011-07-20 00:00:00.000","","[Discoverer=Tsuboi; DiscoveryRef=CBET 2776; PositionRef=CBET 2776; Orig Type=Ia-p ]","","",""
"5705","SN 2011ed","19:15:34.339","-54:37:39.50","SN Ia","","IC 4839         ","","","","","","","","","0","1","","15.5","","2011-03-26 00:00:00.000","","[Discoverer=Martin; DiscoveryRef=CBET 2767; PositionRef=CBET 2767; Orig Type=Ia   ]","","",""
"5704","SN 2011ec","22:41:37.570","-57:36:08.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-05-14 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2765; PositionRef=CBET 2765; Orig Type=Ia   ]","","",""
"5703","SN 2011eb","01:57:36.581","-57:48:00.79","SN Ia","","NGC 782         ","","","","","","","","","0","1","","15.2","","2011-07-09 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2764; PositionRef=CBET 2764; Orig Type=Ia   ]","","",""
"5702","SN 2011ea","12:27:36.379","+04:09:49.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-07-01 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2762; PositionRef=CBET 2762; Orig Type=Ia   ]","","",""
"5700","SN 2011dz","16:12:44.820","+28:17:03.19","SN Ia","0.025","UGC 10273       ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.4","","2011-06-26 00:00:00.000","","[Discoverer=Vida et al. (La Sagra Sky Survey); DiscoveryRef=CBET 2761; PositionRef=CBET 2761; Orig Type=Ia   ]","","2018TNSCR.783....1B",""
"5698","SN 2011dx","03:37:05.611","-05:01:56.32","SN Ia","","NGC 1376        ","","","","","","","","","0","1","","16.5","","2011-06-27 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2759; PositionRef=CBET 2759; Orig Type=Ia   ]","","",""
"5696","SN 2011dv","16:12:04.620","+14:12:33.19","SN Ia","0.031","NGC 6078        ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.2","","2011-06-28 00:00:00.000","","[Discoverer=Ciabattari; DiscoveryRef=CBET 2755; PositionRef=CBET 2755; Orig Type=Ia   ]","","2018TNSCR.783....1B",""
"5690","SN 2011dp","01:45:24.770","-03:49:35.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.1","","2011-06-02 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2748; PositionRef=CBET 2748; Orig Type=Ia   ]","","",""
"5689","SN 2011do","04:25:47.561","-67:48:40.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.8","","2011-06-11 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2747; PositionRef=CBET 2747; Orig Type=Ia   ]","","",""
"5688","SN 2011dn","19:58:35.530","+02:36:16.31","SN Ia","","UGC 11501       ","","","","","","","","","0","1","","16.8","","2011-06-21 00:00:00.000","","[Discoverer=Leonini; DiscoveryRef=CBET 2746; PositionRef=CBET 2746; Orig Type=Ia   ]","","",""
"5687","SN 2011dm","21:56:41.590","+73:17:48.91","SN Ia","","UGC 11861       ","","","","","","","","","0","1","","18.8","","2011-06-15 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2745; PositionRef=CBET 2745; Orig Type=Ia   ]","","",""
"5686","SN 2011dl","16:18:04.970","+21:33:04.00","SN Ia","","UGC 10321       ","","","","","","","","","0","1","","16.9","","2011-06-17 00:00:00.000","","[Discoverer=Gorelli, Newton, Puckett; DiscoveryRef=CBET 2744; PositionRef=CBET 2744; Orig Type=Ia   ]","","",""
"5684","SN 2011dj","13:07:06.689","-01:10:44.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2011-06-04 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2740; PositionRef=CBET 2740; Orig Type=Ia   ]","","",""
"5683","SN 2011di","18:43:59.059","-61:59:46.28","SN Ia","","IC 4754         ","","","","","","","","","0","1","","17.5","","2011-05-13 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2737; PositionRef=CBET 2737; Orig Type=Ia   ]","","",""
"5680","SN 2011df","19:27:33.641","+54:23:11.29","SN Ia","0.015","NGC 6801        ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","17.6","","2011-05-21 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2729; PositionRef=CBET 2729; Orig Type=Ia   ]","","2018TNSCR.783....1B",""
"5679","SN 2011de","15:43:53.251","+67:45:42.52","SN Ia","0.031","UGC 10018       ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.7","","2011-05-22 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2728; PositionRef=CBET 2728; Orig Type=Ia   ]","","2018TNSCR.783....1B",""
"5672","SN 2011cy","14:58:37.099","+02:20:59.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","2011-05-07 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5671","SN 2011cx","12:14:22.159","+33:55:09.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2011-05-02 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5669","SN 2011cv","14:33:37.370","-12:02:20.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-04-30 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5668","SN 2011cu","11:35:10.630","+01:00:20.92","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","21","","2011-04-30 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia-p ]","","",""
"5667","SN 2011ct","15:06:34.399","-10:19:36.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.1","","2011-04-27 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5665","SN 2011cr","22:04:51.770","+12:46:13.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2011-04-26 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5661","SN 2011cn","13:55:31.541","-02:30:00.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2011-04-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5660","SN 2011cm","17:14:19.181","+43:59:55.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2011-04-14 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=Ia   ]","","",""
"5656","SN 2011ci","10:18:00.410","-02:32:41.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-05-04 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2719; PositionRef=CBET 2719; Orig Type=Ia   ]","","",""
"5655","SN 2011ch","13:02:54.310","+49:52:29.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.1","","2011-04-27 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2718; PositionRef=CBET 2718; Orig Type=Ia   ]","","",""
"5654","SN 2011cg","14:59:09.250","+07:18:04.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.7","","2011-04-14 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2717; PositionRef=CBET 2717; Orig Type=Ia   ]","","",""
"5652","SN 2011ce","18:55:35.839","-53:43:29.10","SN Ia-pec","","NGC 6708        ","","","","","","","","","0","1","","15.8","","2011-04-19 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2715; PositionRef=CBET 2715; Orig Type=Ia-p ]","","",""
"5646","SN 2011bz","14:04:43.750","-09:43:04.69","SN Ia","","NGC 5442        ","","","","","","","","","0","1","","17.4","","2011-04-24 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2709; PositionRef=CBET 2709; Orig Type=Ia   ]","","",""
"5645","SN 2011by","11:55:45.559","+55:19:33.82","SN Ia","","NGC 3972        ","","","","","","","","","0","1","","14.2","","2011-04-26 00:00:00.000","","[Discoverer=Jin, Gao; DiscoveryRef=CBET 2708; PositionRef=CBET 2708; Orig Type=Ia   ]","","",""
"5644","SN 2011bx","04:42:12.569","-48:44:12.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2011-04-02 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 2704; PositionRef=CBET 2704; Orig Type=Ia   ]","","",""
"5643","SN 2011bw","15:35:58.750","+21:18:42.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-03-30 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 2704; PositionRef=CBET 2704; Orig Type=Ia   ]","","",""
"5641","SN 2011bu","12:29:31.800","-07:30:39.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2011-03-30 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 2704; PositionRef=CBET 2704; Orig Type=Ia   ]","","",""
"5640","SN 2011bt","12:52:55.219","+07:46:51.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-03-28 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 2704; PositionRef=CBET 2704; Orig Type=Ia   ]","","",""
"5631","SN 2011bk","16:20:34.750","+21:12:08.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2011-03-07 00:00:00.000","","[Discoverer=Hurtado, Vida (La Sagra Sky Survey); DiscoveryRef=CBET 2693; PositionRef=CBET 2693; Orig Type=Ia   ]","","",""
"5627","SN 2011bg","11:56:14.311","+25:21:11.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.7","","2011-03-26 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2689; PositionRef=CBET 2689; Orig Type=Ia   ]","","",""
"5626","SN 2011bf","13:49:03.230","-28:03:59.62","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.7","","2011-03-24 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2688; PositionRef=CBET 2688; Orig Type=Ia   ]","","",""
"5625","SN 2011be","09:22:52.620","+21:59:15.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2011-03-25 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2687; PositionRef=CBET 2687; Orig Type=Ia   ]","","",""
"5624","SN 2011bd","17:47:06.319","+57:18:04.72","SN Ia","","NGC 6473        ","","","","","","","","","0","1","","16","","2011-03-24 00:00:00.000","","[Discoverer=Langoussis, Newton, Puckett; DiscoveryRef=CBET 2685; PositionRef=CBET 2685; Orig Type=Ia   ]","","",""
"5623","SN 2011bc","12:04:32.940","+20:12:11.41","SN Ia","","NGC 4076        ","","","","","","","","","0","1","","17.3","","2011-04-01 00:00:00.000","","[Discoverer=Arbour; DiscoveryRef=CBET 2684; PositionRef=CBET 2684; Orig Type=Ia   ]","","",""
"5622","SN 2011bb","11:35:27.091","-38:00:54.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2011-03-14 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2683; PositionRef=CBET 2683; Orig Type=Ia   ]","","",""
"5621","SN 2011ba","08:23:09.060","+16:04:17.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2011-03-24 00:00:00.000","","[Discoverer=Sarneczky, Kuli; DiscoveryRef=CBET 2682; PositionRef=CBET 2682; Orig Type=Ia   ]","","",""
"5618","SN 2011ay","07:02:34.061","+50:35:25.01","SN Ia-pec","","NGC 2315        ","","","","","","","","","0","1","","17.7","","2011-03-18 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2678; PositionRef=CBET 2678; Orig Type=Ia-p ]","","",""
"5617","SN 2011ax","07:36:09.010","+47:27:15.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2011-03-10 00:00:00.000","","[Discoverer=Prieto, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2677; PositionRef=CBET 2677; Orig Type=Ia   ]","","",""
"5615","SN 2011av","13:36:55.601","+21:57:42.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-03-08 00:00:00.000","","[Discoverer=Prieto, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2677; PositionRef=CBET 2677; Orig Type=Ia   ]","","",""
"5614","SN 2011au","09:33:41.549","+30:40:15.82","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2011-03-05 00:00:00.000","","[Discoverer=Prieto, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2677; PositionRef=CBET 2677; Orig Type=Ia   ]","","",""
"5613","SN 2011at","09:28:57.559","-14:48:20.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.5","","2011-03-10 00:00:00.000","","[Discoverer=Cox, Newton, Puckett; DiscoveryRef=CBET 2676; PositionRef=CBET 2676; Orig Type=Ia   ]","","",""
"5608","SN 2011ao","11:53:51.010","+33:21:46.19","SN Ia","","IC 2973         ","","","","","","","","","0","1","","17.1","","2011-03-03 00:00:00.000","","[Discoverer=Kroes, Newton, Puckett; DiscoveryRef=CBET 2669; PositionRef=CBET 2669; Orig Type=Ia   ]","","",""
"5605","SN 2011al","10:26:56.210","+18:29:07.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.7","","2011-02-05 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2666; PositionRef=CBET 2666; Orig Type=Ia   ]","","",""
"5603","SN 2011aj","16:50:13.980","+55:22:27.98","SN Ia","","NGC 6246A       ","","","","","","","","","0","1","","17.3","","2011-02-18 00:00:00.000","","[Discoverer=Jin, Gao; DiscoveryRef=CBET 2664; PositionRef=CBET 2664; Orig Type=Ia   ]","","",""
"5602","SN 2011ai","14:29:05.021","+41:54:42.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-02-24 00:00:00.000","","[Discoverer=Briggs, Newton, Puckett; DiscoveryRef=CBET 2662; PositionRef=CBET 2662; Orig Type=Ia   ]","","",""
"5601","SN 2011ah","05:53:50.770","-32:44:44.20","SN Ia","","ESO 364-12      ","","","","","","","","","0","1","","16","","2011-02-05 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2661; PositionRef=CBET 2661; Orig Type=Ia   ]","","",""
"5600","SN 2011ag","03:12:26.551","+19:15:06.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2011-02-25 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2660; PositionRef=CBET 2660; Orig Type=Ia   ]","","",""
"5598","SN 2011ae","11:54:49.250","-16:51:43.60","SN Ia","","MCG -03-30-19   ","","","","","","","","","0","1","","15.5","","2011-02-12 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2658; PositionRef=CBET 2658; Orig Type=Ia   ]","","",""
"5597","SN 2011ad","11:45:59.580","+46:46:50.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2011-02-11 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2657; PositionRef=CBET 2657; Orig Type=Ia   ]","","",""
"5596","SN 2011ac","08:43:22.159","+10:43:47.60","SN Ia","","UGC 4552        ","","","","","","","","","0","1","","17.7","","2011-02-11 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2655; PositionRef=CBET 2655; Orig Type=Ia   ]","","",""
"5594","SN 2011aa","07:36:42.629","+74:26:34.80","SN Ia","","UGC 3906        ","","","","","","","","","0","1","","16.1","","2011-02-06 00:00:00.000","","[Discoverer=Puckett, Newton; DiscoveryRef=CBET 2653; PositionRef=CBET 2653; Orig Type=Ia   ]","","",""
"5890","SN 2011Z","13:30:43.039","-20:57:14.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.1","","2011-01-29 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2656; PositionRef=CBET 2656; Orig Type=Ia   ]","","",""
"5889","SN 2011Y","08:12:58.250","-27:34:15.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2011-01-27 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2656; PositionRef=CBET 2656; Orig Type=Ia   ]","","",""
"5885","SN 2011U","04:13:33.941","+27:32:36.71","SN Ia","","UGC 2985        ","","","","","","","","","0","1","","17.6","","2011-01-28 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2649; PositionRef=CBET 2649; Orig Type=Ia   ]","","",""
"5884","SN 2011T","17:10:03.619","+32:30:01.19","SN Ia","","UGC 10733       ","","","","","","","","","0","1","","16.3","","2011-01-28 00:00:00.000","","[Discoverer=Peoples, Newton, Puckett; DiscoveryRef=CBET 2646; PositionRef=CBET 2646; Orig Type=Ia   ]","","",""
"5881","SN 2011Q","09:19:11.450","+39:42:29.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2011-01-05 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2645; PositionRef=CBET 2645; Orig Type=Ia   ]","","",""
"5877","SN 2011M","05:00:41.549","+62:14:38.62","SN Ia","","UGC 3218        ","","","","","","","","","0","1","","18.2","","2011-01-19 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2640; PositionRef=CBET 2640; Orig Type=Ia   ]","","",""
"5876","SN 2011L","23:40:11.520","+27:25:42.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-01-14 00:00:00.000","","[Discoverer=Pandey et al. (ROTSE); DiscoveryRef=CBET 2638; PositionRef=CBET 2638; Orig Type=Ia   ]","","",""
"5863","SN 2011K","04:45:30.379","-07:20:52.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.1","","2011-01-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2636; PositionRef=CBET 2636; Orig Type=Ia   ]","","",""
"5836","SN 2011J","10:50:44.201","+28:00:49.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2011-01-08 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2635; PositionRef=CBET 2635; Orig Type=Ia   ]","","",""
"5809","SN 2011I","09:50:24.991","-21:51:45.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2011-01-06 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2635; PositionRef=CBET 2635; Orig Type=Ia   ]","","",""
"5782","SN 2011H","02:23:06.019","+43:02:32.39","SN Ia","","UGC 1837        ","","","","","","","","","0","1","","15.6","","2011-01-04 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2634; PositionRef=CBET 2634; Orig Type=Ia   ]","","",""
"5755","SN 2011G","12:09:41.810","+56:31:11.39","SN Ia","","UGC 7144        ","","","","","","","","","0","1","","19.3","","2011-01-08 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2630; PositionRef=CBET 2630; Orig Type=Ia   ]","","",""
"5647","SN 2011C","11:17:54.881","-02:05:45.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2011-01-05 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2626; PositionRef=CBET 2626; Orig Type=Ia   ]","","",""
"5620","SN 2011B","08:55:48.499","+78:13:02.71","SN Ia","","NGC 2655        ","","","","","","","","","0","1","","15.8","","2011-01-07 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2625; PositionRef=CBET 2625; Orig Type=Ia   ]","","",""
"5573","SN 2010ly","03:05:03.559","-19:40:38.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2010-11-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2645; PositionRef=CBET 2645; Orig Type=Ia   ]","","",""
"5571","SN 2010lw","13:11:21.619","-01:21:41.62","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.3","","2010-05-17 00:00:00.000","","[Discoverer=Amanullah et al.; DiscoveryRef=CBET 2642; PositionRef=CBET 2642; Orig Type=Ia   ]","","",""
"5570","SN 2010lv","13:19:42.890","-33:15:18.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2010-12-31 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2622; PositionRef=CBET 2622; Orig Type=Ia   ]","","",""
"5568","SN 2010lt","06:06:09.180","+83:50:28.79","SN Ia-pec","","UGC 3378        ","","","","","","","","","0","1","","17","","2010-12-31 00:00:00.000","","[Discoverer=Lane, K. A. Gray, P. Gray; DiscoveryRef=CBET 2618; PositionRef=CBET 2618; Orig Type=Ia-p ]","","",""
"5565","SN 2010lq","08:32:40.980","-24:02:45.60","SN Ia","","ESO 495-16      ","","","","","","","","","0","1","","15.6","","2010-12-27 00:00:00.000","","[Discoverer=Leonini, Guerrini; DiscoveryRef=CBET 2613; PositionRef=CBET 2611; Orig Type=Ia   ]","","",""
"5564","SN 2010lp","02:54:03.499","+02:57:43.42","SN Ia","","NGC 1137        ","","","","","","","","","0","1","","16.7","","2010-12-29 00:00:00.000","","[Discoverer=Cox, Newton, Puckett; DiscoveryRef=CBET 2612; PositionRef=CBET 2612; Orig Type=Ia   ]","","",""
"5561","SN 2010lm","10:03:57.350","-27:38:30.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2010-12-20 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2603; PositionRef=CBET 2603; Orig Type=Ia   ]","","",""
"5560","SN 2010ll","04:50:29.810","-10:44:17.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2010-12-10 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2602; PositionRef=CBET 2602; Orig Type=Ia   ]","","",""
"5559","SN 2010lk","09:15:14.350","+01:22:16.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2010-12-03 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5558","SN 2010lj","08:54:02.210","+35:03:11.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2010-12-03 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5557","SN 2010li","02:07:02.520","+20:51:13.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2010-11-28 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5556","SN 2010lh","01:30:33.701","+10:40:27.01","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","19.3","","2010-11-27 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia-p ]","","",""
"5553","SN 2010le","00:20:52.210","+33:39:35.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2010-11-05 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5552","SN 2010ld","09:04:03.070","+09:05:27.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2010-11-03 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5551","SN 2010lc","01:55:01.380","+11:39:25.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2010-10-31 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5547","SN 2010kz","02:45:37.190","-11:12:39.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2010-10-13 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2601; PositionRef=CBET 2601; Orig Type=Ia   ]","","",""
"5541","SN 2010kt","05:00:39.190","-38:40:46.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.8","","2010-12-10 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2588; PositionRef=CBET 2588; Orig Type=Ia   ]","","",""
"5539","SN 2010kr","10:47:38.170","+38:55:24.89","SN Ia","","UGC 5893        ","","","","","","","","","0","1","","18.1","","2010-12-01 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2579; PositionRef=CBET 2579; Orig Type=Ia   ]","","",""
"5538","SN 2010kq","02:18:10.920","+37:05:42.40","SN Ia","","UGC 1769        ","","","","","","","","","0","1","","18.3","","2010-12-07 00:00:00.000","","[Discoverer=Howerton, Drake et al. (CRTS); DiscoveryRef=CBET 2578; PositionRef=CBET 2578; Orig Type=Ia   ]","","",""
"5536","SN 2010ko","05:32:49.440","-14:05:45.89","SN Ia","","NGC 1954        ","","","","","","","","","0","1","","16.8","","2010-12-05 00:00:00.000","","[Discoverer=Leonini; DiscoveryRef=CBET 2569; PositionRef=CBET 2569; Orig Type=Ia   ]","","",""
